"id","usagecounter","appver","datecreated"
123476494,1,"4.9.1","2022-09-18 13:53:01"
123476493,3,"4.9.1","2022-09-18 13:48:53"
123476492,8,"4.9.1","2022-09-18 10:14:40"
123476491,3,"68","2022-09-18 00:41:11"
123476490,1,"68","2022-09-17 18:10:28"
123476489,2,"68","2022-09-17 17:23:51"
123476488,3,"4.9.1","2022-09-17 17:06:38"
123476487,3,"4.9.1","2022-09-17 16:47:28"
123476486,7,"4.9.1","2022-09-17 14:44:31"
123476485,1,"68","2022-09-17 14:24:46"
123476484,762,"68","2022-09-17 14:09:02"
123476483,1,"4.9.1","2022-09-17 13:57:31"
123476482,4,"4.9.1","2022-09-17 11:50:40"
123476481,1,"4.9.1","2022-09-17 10:50:52"
123476480,1,"68","2022-09-17 04:09:33"
123476479,5,"4.9.1","2022-09-17 02:40:56"
123476478,317,"4.9.1","2022-09-17 00:28:50"
123476477,27,"4.9.1","2022-09-17 00:21:41"
123476476,1,"68","2022-09-17 00:14:27"
123476475,1,"68","2022-09-16 23:49:37"
123476474,9,"4.9.1","2022-09-16 23:20:01"
123476473,17,"4.9.1","2022-09-16 21:40:57"
123476472,70,"4.9.1","2022-09-16 21:29:08"
123476471,1,"4.9.1","2022-09-16 21:11:58"
123476470,9,"4.9.1","2022-09-16 18:34:15"
123476469,1,"68","2022-09-16 10:37:21"
123476468,5,"4.9.1","2022-09-16 09:56:47"
123476467,88,"4.9.1","2022-09-16 08:57:49"
123476466,1,"68","2022-09-16 07:17:48"
123476465,2882,"68","2022-09-16 03:10:46"
123476464,10,"4.9.1","2022-09-15 22:47:03"
123476463,17,"4.9.1","2022-09-15 22:27:23"
123476462,828,"68","2022-09-15 21:33:21"
123476461,2,"4.9.1","2022-09-15 18:38:39"
123476460,3,"4.9.1","2022-09-15 18:32:57"
123476459,1,"4.9.1","2022-09-15 18:07:46"
123476458,3238,"68","2022-09-15 14:19:34"
123476457,2,"4.9.1","2022-09-15 13:35:20"
123476456,1,"4.9.1","2022-09-15 13:23:06"
123476455,6,"4.9.1","2022-09-15 12:43:43"
123476454,1,"68","2022-09-15 07:37:06"
123476453,1,"68","2022-09-15 06:20:25"
123476452,1,"4.9.1","2022-09-15 05:40:36"
123476451,18,"4.9.1","2022-09-15 05:18:20"
123476450,16,"4.9.1","2022-09-15 01:49:36"
123476449,192,"68","2022-09-14 19:43:41"
123476448,3,"68","2022-09-14 19:29:09"
123476447,2,"4.9.1","2022-09-14 18:59:59"
123476446,1,"68","2022-09-14 18:48:24"
123476445,460,"68","2022-09-14 17:04:48"
123476444,1,"68","2022-09-14 16:03:10"
123476443,5,"4.9.1","2022-09-14 15:18:08"
123476442,1,"68","2022-09-14 15:05:58"
123476441,2,"4.9.1","2022-09-14 13:22:20"
123476440,6,"4.9.1","2022-09-14 11:16:13"
123476439,3,"4.9.1","2022-09-14 11:05:13"
123476438,25,"68","2022-09-14 10:48:28"
123476437,1,"4.9.1","2022-09-14 10:45:18"
123476436,4,"4.9.1","2022-09-14 10:27:35"
123476435,2,"4.9.1","2022-09-14 10:16:46"
123476434,30,"68","2022-09-14 03:22:07"
123476433,1,"68","2022-09-13 23:41:57"
123476432,234,"68","2022-09-13 20:15:08"
123476431,1,"68","2022-09-13 18:15:15"
123476430,0,"0.0.0","2022-09-13 18:15:07"
123476429,7,"4.9.1","2022-09-13 17:16:33"
123476428,9,"4.9.1","2022-09-13 12:28:24"
123476427,8,"68","2022-09-13 10:55:35"
123476426,16,"68","2022-09-13 10:07:21"
123476425,4,"4.9.1","2022-09-13 00:52:11"
123476424,12,"4.9.1","2022-09-13 00:10:15"
123476423,1608,"68","2022-09-12 23:11:19"
123476422,1,"4.9.1","2022-09-12 22:43:54"
123476421,4,"4.9.1","2022-09-12 22:11:34"
123476420,5,"4.9.1","2022-09-12 20:59:30"
123476419,4,"4.9.1","2022-09-12 19:36:13"
123476418,1,"4.9.1","2022-09-12 19:03:50"
123476417,1,"4.9.1","2022-09-12 18:32:19"
123476416,1,"4.9.1","2022-09-12 18:24:58"
123476415,15,"4.9.1","2022-09-12 17:16:21"
123476414,1,"68","2022-09-12 15:01:22"
123476413,23,"4.9.1","2022-09-12 13:46:08"
123476412,692,"68","2022-09-12 13:26:37"
123476411,84,"68","2022-09-12 13:01:30"
123476410,2,"4.9.1","2022-09-12 11:58:09"
123476409,1,"68","2022-09-12 11:56:45"
123476408,0,"0.0.0","2022-09-12 11:56:14"
123476407,349,"68","2022-09-12 11:51:42"
123476406,1161,"68","2022-09-12 10:51:08"
123476405,145,"68","2022-09-12 06:02:54"
123476404,2,"4.9.1","2022-09-12 01:38:04"
123476403,137,"68","2022-09-12 00:45:32"
123476402,19,"4.9.1","2022-09-12 00:03:35"
123476401,73,"68","2022-09-11 23:46:43"
123476400,9,"4.9.1","2022-09-11 22:47:07"
123476399,1,"4.9.1","2022-09-11 22:32:13"
123476398,34,"4.9.1","2022-09-11 22:28:15"
123476397,4,"68","2022-09-11 22:13:07"
123476396,1620,"68","2022-09-11 22:12:20"
123476395,1,"68","2022-09-11 18:40:33"
123476394,1,"68","2022-09-11 18:14:15"
123476393,2,"4.9.1","2022-09-11 16:52:26"
123476392,2,"4.9.1","2022-09-11 14:48:58"
123476391,13,"4.9.1","2022-09-11 13:21:29"
123476390,2,"4.9.1","2022-09-11 11:05:47"
123476389,148,"68","2022-09-11 05:41:25"
123476388,1,"4.9.1","2022-09-11 04:04:20"
123476387,1,"68","2022-09-11 02:21:20"
123476386,1,"68","2022-09-11 02:18:59"
123476385,1,"68","2022-09-11 01:50:36"
123476384,36,"4.9.1","2022-09-11 00:14:53"
123476383,2,"4.9.1","2022-09-10 22:54:49"
123476382,33,"4.9.1","2022-09-10 22:22:02"
123476381,26,"68","2022-09-10 21:47:52"
123476380,8,"4.9.1","2022-09-10 16:35:27"
123476379,7,"4.9.1","2022-09-10 13:33:27"
123476378,218,"68","2022-09-10 13:31:44"
123476377,34,"4.9.1","2022-09-10 12:38:14"
123476376,78,"4.9.1","2022-09-10 10:05:52"
123476375,1,"68","2022-09-10 08:40:33"
123476374,1,"4.9.1","2022-09-10 04:45:20"
123476373,2,"4.9.1","2022-09-09 23:33:58"
123476372,1,"68","2022-09-09 23:06:28"
123476371,2452,"68","2022-09-09 21:59:21"
123476370,1,"4.9.1","2022-09-09 21:11:47"
123476369,1,"4.9.1","2022-09-09 20:31:19"
123476368,1,"4.9.1","2022-09-09 18:49:26"
123476367,13,"68","2022-09-09 18:29:47"
123476366,5,"4.9.1","2022-09-09 18:25:32"
123476365,45,"4.9.1","2022-09-09 16:25:04"
123476364,146,"68","2022-09-09 15:12:26"
123476363,1,"68","2022-09-09 13:34:52"
123476362,9,"4.9.1","2022-09-09 13:27:26"
123476361,8,"4.9.1","2022-09-09 11:59:54"
123476360,44,"68","2022-09-09 11:44:42"
123476359,3,"4.9.1","2022-09-09 09:07:45"
123476358,1,"68","2022-09-09 03:24:06"
123476357,3,"4.9.1","2022-09-09 02:59:47"
123476356,1,"68","2022-09-09 01:44:21"
123476355,976,"68","2022-09-09 00:20:41"
123476354,1,"4.9.1","2022-09-08 23:25:11"
123476353,285,"68","2022-09-08 21:33:47"
123476352,5,"4.9.1","2022-09-08 19:46:10"
123476351,1,"4.9.1","2022-09-08 19:04:04"
123476350,15,"4.9.1","2022-09-08 18:39:33"
123476349,1,"68","2022-09-08 15:34:17"
123476348,7,"68","2022-09-08 14:38:44"
123476347,1,"4.9.1","2022-09-08 10:33:38"
123476346,16202,"68","2022-09-08 09:38:12"
123476345,1,"68","2022-09-08 07:11:58"
123476344,3,"4.9.1","2022-09-08 06:54:18"
123476343,1,"4.9.1","2022-09-08 06:05:41"
123476342,9,"4.9.1","2022-09-08 01:19:18"
123476341,1,"4.9.1","2022-09-07 22:32:05"
123476340,58,"68","2022-09-07 21:45:09"
123476339,1079,"68","2022-09-07 18:03:02"
123476338,4,"68","2022-09-07 17:46:53"
123476337,3508,"68","2022-09-07 14:27:29"
123476336,1,"4.9.1","2022-09-07 14:24:07"
123476335,5109,"68","2022-09-07 14:14:13"
123476334,3,"4.9.1","2022-09-07 14:07:26"
123476333,1,"62","2022-09-07 13:46:53"
123476332,1,"4.9.1","2022-09-07 10:01:33"
123476331,15,"68","2022-09-07 08:49:15"
123476330,2,"4.9.1","2022-09-07 08:46:50"
123476329,1,"4.9.1","2022-09-07 07:45:11"
123476328,1,"68","2022-09-07 07:33:53"
123476327,6,"68","2022-09-07 02:36:25"
123476326,1,"4.9.1","2022-09-07 00:47:04"
123476325,2,"4.9.1","2022-09-06 23:54:22"
123476324,4,"4.9.1","2022-09-06 23:33:08"
123476323,1,"4.9.1","2022-09-06 23:28:33"
123476322,1795,"68","2022-09-06 23:18:26"
123476321,10,"4.9.1","2022-09-06 23:01:14"
123476320,5,"68","2022-09-06 23:01:04"
123476319,2,"4.9.1","2022-09-06 21:55:23"
123476318,216,"68","2022-09-06 21:54:57"
123476317,4,"4.9.1","2022-09-06 21:54:53"
123476316,1,"68","2022-09-06 21:39:49"
123476315,518,"68","2022-09-06 18:45:19"
123476314,1,"4.9.1","2022-09-06 18:23:17"
123476313,38,"4.9.1","2022-09-06 17:12:25"
123476312,3,"68","2022-09-06 16:23:15"
123476311,1,"68","2022-09-06 13:38:52"
123476310,0,"0.0.0","2022-09-06 13:38:48"
123476309,1,"4.9.1","2022-09-06 12:33:53"
123476308,9,"68","2022-09-06 10:55:51"
123476307,18,"68","2022-09-06 08:45:21"
123476306,3,"4.9.1","2022-09-06 07:53:16"
123476305,26678,"68","2022-09-06 05:47:58"
123476304,1,"68","2022-09-06 02:27:43"
123476303,0,"0.0.0","2022-09-06 02:27:40"
123476302,4,"4.9.1","2022-09-06 02:16:46"
123476301,7,"4.9.1","2022-09-06 00:26:04"
123476300,2,"4.9.1","2022-09-05 22:13:10"
123476299,5,"4.9.1","2022-09-05 15:17:55"
123476298,5,"4.9.1","2022-09-05 14:31:09"
123476297,10,"4.9.1","2022-09-05 14:08:13"
123476296,1,"68","2022-09-05 13:18:01"
123476295,6,"68","2022-09-05 12:57:20"
123476294,3,"4.9.1","2022-09-05 12:16:49"
123476293,2,"4.9.1","2022-09-05 11:27:32"
123476292,1,"4.9.1","2022-09-05 08:52:38"
123476291,1,"4.9.1","2022-09-05 08:04:32"
123476290,3,"3.5","2022-09-05 05:37:18"
123476289,1,"4.9.1","2022-09-05 04:34:35"
123476288,1,"4.9.1","2022-09-05 01:06:19"
123476287,57,"68","2022-09-04 23:42:03"
123476286,1,"4.9.1","2022-09-04 23:13:30"
123476285,4,"4.9.1","2022-09-04 22:07:15"
123476284,1,"68","2022-09-04 21:56:36"
123476283,1,"4.9.1","2022-09-04 21:16:13"
123476282,311,"68","2022-09-04 20:01:14"
123476281,1,"4.9.1","2022-09-04 17:11:53"
123476280,2942,"68","2022-09-04 16:26:05"
123476279,11,"68","2022-09-04 15:42:38"
123476278,1,"68","2022-09-04 13:40:07"
123476277,4,"4.9.1","2022-09-04 13:02:09"
123476276,4,"4.9.1","2022-09-04 12:21:48"
123476275,7,"4.9.1","2022-09-04 12:05:41"
123476274,51,"68","2022-09-04 03:28:11"
123476273,1,"68","2022-09-04 02:01:11"
123476272,14,"68","2022-09-03 23:37:59"
123476271,159,"68","2022-09-03 23:25:14"
123476270,4,"4.9.1","2022-09-03 22:08:37"
123476269,1,"4.9.1","2022-09-03 21:38:05"
123476268,1,"68","2022-09-03 19:34:58"
123476267,60,"68","2022-09-03 15:11:06"
123476266,1,"4.9.1","2022-09-03 14:44:44"
123476265,8,"4.9.1","2022-09-03 12:27:55"
123476264,30,"68","2022-09-03 12:01:59"
123476263,34,"4.9.1","2022-09-03 11:12:51"
123476262,11,"68","2022-09-03 09:50:45"
123476261,2,"4.9.1","2022-09-03 08:12:51"
123476260,4,"4.9.1","2022-09-03 04:39:57"
123476259,3,"4.9.1","2022-09-03 04:32:58"
123476258,1,"4.9.1","2022-09-03 03:48:02"
123476257,1,"4.9.1","2022-09-03 02:35:27"
123476256,615,"68","2022-09-03 01:47:54"
123476255,73,"4.9.1","2022-09-03 01:09:15"
123476254,3,"4.9.1","2022-09-02 21:39:45"
123476253,1,"4.9.1","2022-09-02 21:18:27"
123476252,2,"4.9.1","2022-09-02 20:30:58"
123476251,389,"68","2022-09-02 20:22:16"
123476250,132,"68","2022-09-02 19:53:35"
123476249,72,"68","2022-09-02 19:20:25"
123476248,4,"4.9.1","2022-09-02 19:19:12"
123476247,98,"4.9.1","2022-09-02 18:08:56"
123476246,2,"4.9.1","2022-09-02 16:48:07"
123476245,12,"4.9.1","2022-09-02 16:34:30"
123476244,1,"4.9.1","2022-09-02 15:08:17"
123476243,1,"4.9.1","2022-09-02 15:08:03"
123476242,7,"4.9.1","2022-09-02 14:48:17"
123476241,3,"0.0.0","2022-09-02 14:43:42"
123476240,1,"4.9.1","2022-09-02 13:28:15"
123476239,1,"4.9.1","2022-09-02 13:17:29"
123476238,420,"68","2022-09-02 12:20:54"
123476237,1,"68","2022-09-02 10:31:49"
123476236,15,"4.9.1","2022-09-02 10:25:40"
123476235,81,"4.9.1","2022-09-02 09:38:27"
123476234,5,"4.9.1","2022-09-02 08:51:07"
123476233,2,"4.9.1","2022-09-02 08:48:34"
123476232,6,"4.9.1","2022-09-02 08:45:32"
123476231,10,"4.9.1","2022-09-02 07:47:54"
123476230,11,"4.9.1","2022-09-02 07:07:58"
123476229,1,"4.9.1","2022-09-02 07:03:38"
123476228,6,"68","2022-09-02 06:09:40"
123476227,1,"4.9.1","2022-09-02 06:06:22"
123476226,21,"4.9.1","2022-09-02 02:50:12"
123476225,55,"68","2022-09-02 00:36:26"
123476224,1,"4.9.1","2022-09-01 21:50:19"
123476223,1,"68","2022-09-01 17:32:49"
123476222,1,"68","2022-09-01 14:27:57"
123476221,1,"68","2022-09-01 13:43:47"
123476220,2,"68","2022-09-01 12:45:54"
123476219,5,"4.9.1","2022-09-01 12:30:35"
123476218,22,"4.9.1","2022-09-01 10:04:44"
123476217,4,"4.9.1","2022-09-01 06:16:36"
123476216,1,"68","2022-09-01 04:44:05"
123476215,0,"0.0.0","2022-09-01 04:44:00"
123476214,2,"4.9.1","2022-09-01 03:49:10"
123476213,5,"4.9.1","2022-08-31 22:30:23"
123476212,2,"4.9.1","2022-08-31 22:00:23"
123476211,6,"4.9.1","2022-08-31 21:59:58"
123476210,336,"68","2022-08-31 18:55:40"
123476209,3664,"68","2022-08-31 18:31:27"
123476208,1,"4.9.1","2022-08-31 18:21:33"
123476207,70,"4.9.1","2022-08-31 17:14:45"
123476206,1,"68","2022-08-31 15:41:29"
123476205,3,"4.9.1","2022-08-31 12:56:06"
123476204,92,"4.9.1","2022-08-31 12:24:47"
123476203,9,"4.9.1","2022-08-31 10:02:15"
123476202,1,"4.9.1","2022-08-31 08:15:40"
123476201,1,"68","2022-08-31 07:12:56"
123476200,4,"4.9.1","2022-08-31 02:16:41"
123476199,1,"68","2022-08-31 01:49:01"
123476198,1,"4.9.1","2022-08-31 01:05:58"
123476197,16,"4.9.1","2022-08-31 00:19:39"
123476196,15,"68","2022-08-30 22:10:14"
123476195,2,"4.9.1","2022-08-30 16:21:59"
123476194,111,"4.9.1","2022-08-30 16:00:15"
123476193,9,"4.9.1","2022-08-30 13:39:22"
123476192,2,"4.9.1","2022-08-30 13:22:26"
123476191,1,"68","2022-08-30 13:16:44"
123476190,1,"68","2022-08-30 12:39:09"
123476189,17,"4.9.1","2022-08-30 12:14:28"
123476188,1,"68","2022-08-30 11:53:14"
123476187,5,"4.9.1","2022-08-30 11:26:12"
123476186,3,"4.9.1","2022-08-30 10:19:29"
123476185,3,"4.9.1","2022-08-30 08:20:32"
123476184,2,"4.9.1","2022-08-30 07:58:59"
123476183,27,"4.9.1","2022-08-30 05:33:35"
123476182,5,"4.9.1","2022-08-30 03:33:58"
123476181,1,"4.9.1","2022-08-30 03:16:38"
123476180,1,"4.9.1","2022-08-30 02:38:15"
123476179,1,"4.9.1","2022-08-30 01:09:37"
123476178,6,"4.9.1","2022-08-29 23:11:24"
123476177,4,"4.9.1","2022-08-29 21:48:00"
123476176,9,"4.9.1","2022-08-29 20:01:52"
123476175,2,"4.9.1","2022-08-29 10:36:19"
123476174,1,"68","2022-08-29 10:31:10"
123476173,1,"4.9.1","2022-08-29 10:26:09"
123476172,5,"4.9.1","2022-08-29 09:37:02"
123476171,1,"4.9.1","2022-08-29 06:46:18"
123476170,0,"0.0.0","2022-08-29 00:36:06"
123476169,5893,"68","2022-08-28 22:40:26"
123476168,12,"4.9.1","2022-08-28 17:26:44"
123476167,982,"68","2022-08-28 16:16:12"
123476166,1,"68","2022-08-28 16:09:06"
123476165,1,"68","2022-08-28 06:40:25"
123476164,19,"68","2022-08-28 06:27:39"
123476163,2,"4.9.1","2022-08-28 02:40:46"
123476162,8,"4.9.1","2022-08-28 00:58:59"
123476161,1,"4.9.1","2022-08-28 00:38:38"
123476160,1,"68","2022-08-27 21:14:39"
123476159,1,"4.9.1","2022-08-27 21:13:15"
123476158,1,"68","2022-08-27 19:37:37"
123476157,1,"4.9.1","2022-08-27 18:13:21"
123476156,82,"4.9.1","2022-08-27 18:02:30"
123476155,10,"4.9.1","2022-08-27 15:21:34"
123476154,29,"68","2022-08-27 12:24:46"
123476153,10,"4.9.1","2022-08-27 12:21:28"
123476152,77,"68","2022-08-27 12:21:26"
123476151,1,"68","2022-08-27 08:10:00"
123476150,5,"4.9.1","2022-08-27 06:16:23"
123476149,29,"4.9.1","2022-08-26 19:03:00"
123476148,2,"4.9.1","2022-08-26 17:47:00"
123476147,3,"4.9.1","2022-08-26 17:19:52"
123476146,15229,"68","2022-08-26 16:32:33"
123476145,188,"4.9.1","2022-08-26 16:31:07"
123476144,4,"4.9.1","2022-08-26 15:23:53"
123476143,9,"4.9.1","2022-08-26 14:07:05"
123476142,0,"0.0.0","2022-08-26 14:07:02"
123476141,307,"68","2022-08-26 14:03:57"
123476140,19,"4.9.1","2022-08-26 12:20:38"
123476139,7,"4.9.1","2022-08-26 11:44:16"
123476138,55,"68","2022-08-26 11:24:44"
123476137,2,"68","2022-08-26 11:15:01"
123476136,2,"4.9.1","2022-08-26 07:54:33"
123476135,14,"4.9.1","2022-08-26 07:09:24"
123476134,4,"4.9.1","2022-08-26 06:05:05"
123476133,1,"68","2022-08-26 01:44:49"
123476132,14,"4.9.1","2022-08-25 22:57:05"
123476131,1,"4.9.1","2022-08-25 22:15:55"
123476130,4,"4.9.1","2022-08-25 22:13:22"
123476129,65,"4.9.1","2022-08-25 21:48:54"
123476128,10,"4.9.1","2022-08-25 19:08:21"
123476127,1,"4.9.1","2022-08-25 19:03:37"
123476126,20,"68","2022-08-25 16:17:49"
123476125,1,"4.9.1","2022-08-25 15:14:13"
123476124,1,"68","2022-08-25 13:16:23"
123476123,1,"68","2022-08-25 03:21:13"
123476122,1,"4.9.1","2022-08-25 02:22:32"
123476121,1,"4.9.1","2022-08-24 22:16:27"
123476120,58,"4.9.1","2022-08-24 20:49:55"
123476119,15,"68","2022-08-24 20:31:53"
123476118,5,"4.9.1","2022-08-24 19:51:50"
123476117,34,"4.9.1","2022-08-24 19:11:22"
123476116,1,"68","2022-08-24 17:25:42"
123476115,4,"4.9.1","2022-08-24 16:24:37"
123476114,5,"4.9.1","2022-08-24 16:23:20"
123476113,1,"4.9.1","2022-08-24 16:01:29"
123476112,1,"4.9.1","2022-08-24 15:46:42"
123476111,1,"4.9.1","2022-08-24 15:05:57"
123476110,2,"4.9.1","2022-08-24 13:56:30"
123476109,1,"4.9.1","2022-08-24 13:42:10"
123476108,17,"4.9.1","2022-08-24 12:40:47"
123476107,1,"4.9.1","2022-08-24 07:39:42"
123476106,1,"4.9.1","2022-08-24 03:35:15"
123476105,1,"4.9.1","2022-08-24 03:31:20"
123476104,1,"4.9.1","2022-08-23 23:33:57"
123476103,6,"4.9.1","2022-08-23 18:22:11"
123476102,2,"68","2022-08-23 16:53:57"
123476101,1,"4.9.1","2022-08-23 15:01:12"
123476100,13,"4.9.1","2022-08-23 14:01:20"
123476099,3,"4.9.1","2022-08-23 12:09:26"
123476098,144,"68","2022-08-23 12:08:37"
123476097,5,"4.9.1","2022-08-23 07:02:36"
123476096,3,"4.9.1","2022-08-23 04:32:48"
123476095,4,"4.9.1","2022-08-23 01:10:10"
123476094,1940,"68","2022-08-22 22:54:31"
123476093,3,"4.9.1","2022-08-22 20:01:50"
123476092,1,"4.9.1","2022-08-22 19:52:48"
123476091,1,"68","2022-08-22 19:37:18"
123476090,1,"4.9.1","2022-08-22 18:25:28"
123476089,2,"4.9.1","2022-08-22 15:33:00"
123476088,1,"4.9.1","2022-08-22 15:04:19"
123476087,1,"4.9.1","2022-08-22 14:23:32"
123476086,5,"4.9.1","2022-08-22 09:21:52"
123476085,1,"4.9.1","2022-08-22 05:10:50"
123476084,1,"4.9.1","2022-08-22 05:09:29"
123476083,74,"41","2022-08-22 05:01:02"
123476082,35,"4.9.1","2022-08-22 04:55:38"
123476081,831,"68","2022-08-22 03:30:04"
123476080,8,"4.9.1","2022-08-22 01:20:30"
123476079,68,"4.9.1","2022-08-21 23:44:36"
123476078,1,"4.9.1","2022-08-21 22:59:46"
123476077,270,"68","2022-08-21 19:46:30"
123476076,6,"4.9.1","2022-08-21 19:10:20"
123476075,51,"68","2022-08-21 18:48:37"
123476074,1,"4.9.1","2022-08-21 17:25:39"
123476073,1,"68","2022-08-21 14:04:05"
123476072,44,"68","2022-08-21 13:49:49"
123476071,1,"4.9.1","2022-08-21 12:57:11"
123476070,1,"68","2022-08-21 12:25:23"
123476069,0,"0.0.0","2022-08-21 12:25:22"
123476068,2,"68","2022-08-21 12:05:58"
123476067,18,"4.9.1","2022-08-21 11:45:14"
123476066,1,"4.9.1","2022-08-21 09:37:36"
123476065,1,"4.9.1","2022-08-21 06:27:07"
123476064,1,"4.9.1","2022-08-21 05:17:36"
123476063,2,"4.9.1","2022-08-21 02:53:37"
123476062,20,"4.9.1","2022-08-21 02:43:23"
123476061,3,"4.9.1","2022-08-21 00:41:49"
123476060,10,"4.9.1","2022-08-21 00:31:32"
123476059,10,"4.9.1","2022-08-20 23:53:04"
123476058,84,"68","2022-08-20 23:17:37"
123476057,12,"4.9.1","2022-08-20 19:25:26"
123476056,14,"4.9.1","2022-08-20 18:54:15"
123476055,1,"4.9.1","2022-08-20 18:10:07"
123476054,3,"68","2022-08-20 14:33:43"
123476053,2,"68","2022-08-20 14:04:53"
123476052,5,"4.9.1","2022-08-20 13:24:00"
123476051,1,"68","2022-08-20 12:10:55"
123476050,724,"4.9.1","2022-08-20 12:10:47"
123476049,1,"4.9.1","2022-08-20 11:41:54"
123476048,9,"4.9.1","2022-08-20 04:51:17"
123476047,1,"4.9.1","2022-08-20 02:13:16"
123476046,2,"4.9.1","2022-08-20 00:09:01"
123476045,1,"4.9.1","2022-08-19 22:55:16"
123476044,119,"68","2022-08-19 22:37:29"
123476043,10,"4.9.1","2022-08-19 20:13:38"
123476042,3,"4.9.1","2022-08-19 19:03:56"
123476041,59,"4.9.1","2022-08-19 18:26:08"
123476040,185,"68","2022-08-19 17:24:44"
123476039,263,"68","2022-08-19 15:32:54"
123476038,39,"4.9.1","2022-08-19 15:09:09"
123476037,1,"4.9.1","2022-08-19 14:58:53"
123476036,1,"4.9.1","2022-08-19 14:45:45"
123476035,2,"4.9.1","2022-08-19 12:56:41"
123476034,3,"4.9.1","2022-08-19 12:44:46"
123476033,53,"4.9.1","2022-08-19 12:39:31"
123476032,1,"4.9.1","2022-08-19 12:08:51"
123476031,3,"4.9.1","2022-08-19 12:05:37"
123476030,4,"68","2022-08-19 12:00:55"
123476029,1,"4.9.1","2022-08-19 11:08:24"
123476028,1,"4.9.1","2022-08-19 11:07:25"
123476027,1,"4.9.1","2022-08-19 11:03:05"
123476026,2,"4.9.1","2022-08-19 09:50:04"
123476025,3,"4.9.1","2022-08-19 09:45:17"
123476024,458,"68","2022-08-19 09:29:35"
123476023,22,"4.9.1","2022-08-19 09:01:31"
123476022,5,"4.9.1","2022-08-19 07:25:00"
123476021,1,"4.9.1","2022-08-19 01:06:40"
123476020,1,"4.9.1","2022-08-18 23:21:11"
123476019,1,"68","2022-08-18 21:38:20"
123476018,1,"4.9.1","2022-08-18 21:04:01"
123476017,1,"4.9.1","2022-08-18 18:45:35"
123476016,4,"4.9.1","2022-08-18 14:31:05"
123476015,166,"68","2022-08-18 13:11:24"
123476014,1,"4.9.1","2022-08-18 08:54:27"
123476013,17,"4.9.1","2022-08-18 08:20:44"
123476012,6,"4.9.1","2022-08-18 04:54:34"
123476011,336,"4.9.1","2022-08-18 01:18:54"
123476010,3,"4.9.1","2022-08-18 00:52:33"
123476009,106,"68","2022-08-18 00:39:30"
123476008,2,"4.9.1","2022-08-17 21:21:39"
123476007,1,"4.9.1","2022-08-17 20:34:29"
123476006,37,"68","2022-08-17 19:03:01"
123476005,1,"68","2022-08-17 16:38:32"
123476004,1,"68","2022-08-17 16:37:34"
123476003,1,"68","2022-08-17 16:37:22"
123476002,3,"4.9.1","2022-08-17 15:32:36"
123476001,6,"4.9.1","2022-08-17 15:29:44"
123476000,8,"4.9.1","2022-08-17 09:36:26"
123475999,5,"4.9.1","2022-08-17 08:55:59"
123475998,1,"68","2022-08-17 08:28:33"
123475997,1,"68","2022-08-17 05:44:16"
123475996,1,"4.9.1","2022-08-17 05:16:50"
123475995,145,"68","2022-08-17 02:40:02"
123475994,4,"4.9.1","2022-08-16 22:35:14"
123475993,1,"4.9.1","2022-08-16 22:28:01"
123475992,1,"4.9.1","2022-08-16 21:21:00"
123475991,513,"68","2022-08-16 20:07:48"
123475990,15,"4.9.1","2022-08-16 18:32:34"
123475989,1,"68","2022-08-16 15:19:52"
123475988,10,"4.9.1","2022-08-16 14:33:01"
123475987,1,"4.9.1","2022-08-16 11:38:35"
123475986,50,"4.9.1","2022-08-16 10:14:46"
123475985,3,"4.9.1","2022-08-16 09:56:42"
123475984,1,"4.9.1","2022-08-16 08:27:31"
123475983,1,"4.9.1","2022-08-16 01:24:00"
123475982,1,"4.9.1","2022-08-15 23:53:59"
123475981,1,"4.9.1","2022-08-15 22:32:38"
123475980,1,"68","2022-08-15 21:55:59"
123475979,15,"68","2022-08-15 21:11:37"
123475978,1,"4.9.1","2022-08-15 21:04:04"
123475977,1,"68","2022-08-15 19:21:25"
123475976,1097,"68","2022-08-15 19:06:02"
123475975,1,"4.9.1","2022-08-15 18:03:34"
123475974,7,"68","2022-08-15 17:03:39"
123475973,1,"68","2022-08-15 16:32:57"
123475972,1,"4.9.1","2022-08-15 12:34:34"
123475971,2,"4.9.1","2022-08-15 08:38:49"
123475970,33,"68","2022-08-15 03:57:10"
123475969,8,"4.9.1","2022-08-14 23:14:29"
123475968,38,"68","2022-08-14 22:08:31"
123475967,144,"68","2022-08-14 22:01:59"
123475966,4,"4.9.1","2022-08-14 21:37:22"
123475965,1,"4.9.1","2022-08-14 21:25:55"
123475964,4,"68","2022-08-14 19:44:26"
123475963,1,"68","2022-08-14 18:22:35"
123475962,1,"68","2022-08-14 18:13:56"
123475961,1,"4.9.1","2022-08-14 17:43:12"
123475960,16,"4.9.1","2022-08-14 17:27:47"
123475959,38,"4.9.1","2022-08-14 16:38:21"
123475958,1,"4.9.1","2022-08-14 12:11:09"
123475957,197,"68","2022-08-14 11:56:58"
123475956,17,"4.9.1","2022-08-14 11:40:22"
123475955,1,"4.9.1","2022-08-14 08:32:47"
123475954,1,"68","2022-08-14 08:03:34"
123475953,41,"68","2022-08-14 05:04:45"
123475952,1,"68","2022-08-14 05:04:30"
123475951,1,"68","2022-08-14 03:08:43"
123475950,1,"4.9.1","2022-08-13 23:03:11"
